merchant_id,merchant_name,merchant_category,merchant_type,merchant_city,merchant_state,merchant_country,merchant_status,accepts_upi,accepts_cards,average_ticket_size,onboarding_date,created_at,updated_at,source_system
MER00000303,Prime Thaman Restaurant,Restaurant,Regional,RATNAGIRI,MAHARASHTRA,India,Active,Yes,Yes,3281.36,2018-11-05,2026-08-03 11:19:40.642430,,Enterprise System
MER00000304,Royal Sehgal Fashion,Retail,Local,BALLARI,KARNATAKA,India,Active,Yes,Yes,16345.22,2014-04-17,2026-08-03 11:19:40.643372,,Enterprise System
MER00000305,Modern Soman Telecom,Telecom,Local,REWARI,HARYANA,India,Active,Yes,Yes,2878.37,2019-03-30,2026-08-03 11:19:40.643372,,Enterprise System
MER00000306,Royal Lad Institute,Education,Local,MATHURA,UTTAR PRADESH,India,Active,Yes,Yes,41932.51,2024-05-17,2026-08-03 11:19:40.644364,,Enterprise System
MER00000307,Sai Kota Enterprise,Other,Local,SURAJPUR,CHHATTISGARH,India,Active,Yes,No,18388.69,2025-11-15,2026-08-03 11:19:40.644364,,Enterprise System
MER00000308,Modern Malhotra Medical Centre,Healthcare,Regional,KANGRA,HIMACHAL PRADESH,India,Active,Yes,Yes,72477.4,2024-08-12,2026-08-03 11:19:40.645363,,Enterprise System
MER00000309,Sri Verma Kitchen,Restaurant,Local,HOOGHLY,WEST BENGAL,India,Active,Yes,Yes,769.47,2019-10-31,2026-08-03 11:19:40.645363,,Enterprise System
MER00000310,Royal Khare Digital,E-Commerce,Local,JAIPUR,RAJASTHAN,India,Active,Yes,No,11823.22,2016-04-04,2026-08-03 11:19:40.646363,,Enterprise System
MER00000311,New Sarraf Cafe,Restaurant,Local,MAMIT,MIZORAM,India,Active,Yes,Yes,1187.29,2012-11-26,2026-08-03 11:19:40.646363,,Enterprise System
MER00000312,Prime Mangal Travels,Travel,Regional,AHMADABAD,GUJARAT,India,Active,Yes,Yes,5629.72,2015-07-30,2026-08-03 11:19:40.647363,,Enterprise System
MER00000313,Om Magar Traders,Retail,Local,NARMADA,GUJARAT,India,Active,Yes,Yes,12492.36,2017-04-19,2026-08-03 11:19:40.647363,,Enterprise System
MER00000314,Modern Nagarajan Networks,Telecom,Local,BALRAMPUR,UTTAR PRADESH,India,Active,Yes,Yes,2397.73,2020-10-10,2026-08-03 11:19:40.648363,,Enterprise System
MER00000315,National Buch Provision Store,Grocery,Local,NANDED,MAHARASHTRA,India,Active,Yes,Yes,717.2,2013-12-09,2026-08-03 11:19:40.648363,,Enterprise System
MER00000316,New Dora Clinic,Healthcare,Local,ERNAKULAM,KERALA,India,Active,Yes,Yes,49180.35,2015-07-10,2026-08-03 11:19:40.649363,,Enterprise System
MER00000317,New Rajagopal Cafe,Restaurant,Local,FIROZABAD,UTTAR PRADESH,India,Active,Yes,Yes,504.65,2023-05-24,2026-08-03 11:19:40.649363,,Enterprise System
MER00000318,Shree Dua Medical Centre,Healthcare,Local,MALAPPURAM,KERALA,India,Active,No,Yes,50002.01,2023-08-09,2026-08-03 11:19:40.650364,,Enterprise System
MER00000319,Prime Kala Learning Centre,Education,Regional,KENDRAPARA,ODISHA,India,Active,Yes,Yes,191458.87,2012-09-05,2026-08-03 11:19:40.650364,,Enterprise System
MER00000320,National Sachdeva Fuel Station,Fuel,Local,MANDI,HIMACHAL PRADESH,India,Active,Yes,Yes,4712.56,2018-07-09,2026-08-03 11:19:40.651363,,Enterprise System
MER00000321,Sri Narayanan Restaurant,Restaurant,Local,HASSAN,KARNATAKA,India,Active,No,Yes,3844.73,2020-10-25,2026-08-03 11:19:40.651363,,Enterprise System
MER00000322,Sai Shukla Gas Services,Utilities,Local,KANGRA,HIMACHAL PRADESH,India,Active,Yes,Yes,3938.71,2018-08-29,2026-08-03 11:19:40.652363,,Enterprise System
MER00000323,Shree Bhatia Marketplace,E-Commerce,Local,KANNIYAKUMARI,TAMIL NADU,India,Active,Yes,No,6134.09,2015-02-08,2026-08-03 11:19:40.652874,,Enterprise System
MER00000324,Royal Salvi Digital,E-Commerce,Local,BHIWANI,HARYANA,India,Active,Yes,Yes,8549.29,2018-03-19,2026-08-03 11:19:40.652874,,Enterprise System
MER00000325,Royal Bahri Traders,Retail,Regional,BENGALURU URBAN,KARNATAKA,India,Active,Yes,Yes,4625.25,2026-02-28,2026-08-03 11:19:40.653884,,Enterprise System
MER00000326,National Rai Telecom,Telecom,Local,INDORE,MADHYA PRADESH,India,Inactive,Yes,No,4112.87,2019-09-13,2026-08-03 11:19:40.653884,,Enterprise System
MER00000327,Prime Ahuja Store,Retail,National,BALLIA,UTTAR PRADESH,India,Active,Yes,No,6617.09,2017-07-27,2026-08-03 11:19:40.654883,,Enterprise System
MER00000328,Royal Misra Gas Services,Utilities,Local,RAJKOT,GUJARAT,India,Active,Yes,Yes,5815.03,2024-05-27,2026-08-03 11:19:40.654883,,Enterprise System
MER00000329,Sri Ramakrishnan Outlet,Retail,Local,OSMANABAD,MAHARASHTRA,India,Active,Yes,Yes,23781.22,2026-02-08,2026-08-03 11:19:40.655883,,Enterprise System
MER00000330,Shree Saini Energy,Fuel,Local,JALGAON,MAHARASHTRA,India,Suspended,Yes,Yes,5175.58,2020-09-28,2026-08-03 11:19:40.655883,,Enterprise System
MER00000331,Prime Kannan Online,E-Commerce,National,FIROZABAD,UTTAR PRADESH,India,Active,Yes,Yes,14394.58,2019-11-22,2026-08-03 11:19:40.656883,,Enterprise System
MER00000332,New Kanda Dhaba,Restaurant,Regional,ANAND,GUJARAT,India,Active,Yes,Yes,3224.35,2016-03-24,2026-08-03 11:19:40.656883,,Enterprise System
MER00000333,Shree Sarin Online,E-Commerce,National,PATHANAMTHITTA,KERALA,India,Active,Yes,No,21561.63,2019-11-06,2026-08-03 11:19:40.657883,,Enterprise System
MER00000334,New Balakrishnan Services,Other,Local,KOTA,RAJASTHAN,India,Active,Yes,Yes,6634.54,2018-03-15,2026-08-03 11:19:40.657883,,Enterprise System
MER00000335,New Nayar Hospital,Healthcare,Local,Jhargram,WEST BENGAL,India,Active,Yes,Yes,65893.04,2022-12-19,2026-08-03 11:19:40.658884,,Enterprise System
MER00000336,Shree Ravel Electricity,Utilities,Local,DINDIGUL,TAMIL NADU,India,Active,Yes,Yes,436.52,2023-11-27,2026-08-03 11:19:40.658884,,Enterprise System
MER00000337,Sri Gandhi Institute,Education,Local,KARUR,TAMIL NADU,India,Active,Yes,Yes,202459.42,2025-11-19,2026-08-03 11:19:40.659883,,Enterprise System
MER00000338,Modern Sibal Fashion,Retail,Local,NORTH WEST,DELHI,India,Active,Yes,Yes,24827.03,2013-10-04,2026-08-03 11:19:40.659883,,Enterprise System
MER00000339,Om Walla Mart,Retail,Local,PURBI CHAMPARAN,BIHAR,India,Active,Yes,Yes,15887.96,2012-01-17,2026-08-03 11:19:40.660883,,Enterprise System
MER00000340,Prime Ramesh Provision Store,Grocery,Local,AHMEDNAGAR,MAHARASHTRA,India,Active,Yes,Yes,3799.36,2021-08-27,2026-08-03 11:19:40.660883,,Enterprise System
MER00000341,Prime Bala Tours,Travel,National,MAHESANA,GUJARAT,India,Active,Yes,Yes,7234.4,2013-01-05,2026-08-03 11:19:40.660883,,Enterprise System
MER00000342,National Sangha Transport,Travel,Local,SAMBALPUR,ODISHA,India,Active,Yes,Yes,45912.59,2013-11-23,2026-08-03 11:19:40.662512,,Enterprise System
MER00000343,Prime Shenoy Stores,Grocery,Local,BARABANKI,UTTAR PRADESH,India,Active,Yes,Yes,2021.55,2014-09-05,2026-08-03 11:19:40.662512,,Enterprise System
MER00000344,Sri Bedi Provision Store,Grocery,Regional,AMBEDKAR NAGAR,UTTAR PRADESH,India,Active,Yes,Yes,2026.17,2016-01-05,2026-08-03 11:19:40.663400,,Enterprise System
MER00000345,Prime Raghavan Marketplace,E-Commerce,Local,KAIMUR (BHABUA),BIHAR,India,Active,Yes,No,3927.69,2017-02-26,2026-08-03 11:19:40.663400,,Enterprise System
MER00000346,Shree Kakar Tours,Travel,Local,THRISSUR,KERALA,India,Active,Yes,Yes,22200.1,2019-04-28,2026-08-03 11:19:40.664400,,Enterprise System
MER00000347,Prime Narain Water Supply,Utilities,Regional,KARAULI,RAJASTHAN,India,Active,Yes,Yes,4378.78,2017-04-30,2026-08-03 11:19:40.664400,,Enterprise System
MER00000348,Om Raghavan Fuel Station,Fuel,National,VIZIANAGARAM,ANDHRA PRADESH,India,Active,Yes,Yes,4697.73,2016-04-27,2026-08-03 11:19:40.665399,,Enterprise System
MER00000349,Sri Sama Multiplex,Entertainment,Local,PONDICHERRY,PUDUCHERRY,India,Active,Yes,Yes,963.84,2015-11-17,2026-08-03 11:19:40.666400,,Enterprise System
MER00000350,Sai Bumb Restaurant,Restaurant,Local,BALLIA,UTTAR PRADESH,India,Active,Yes,Yes,3612.53,2019-08-03,2026-08-03 11:19:40.666400,,Enterprise System
MER00000351,New Bahl Water Supply,Utilities,National,ALIGARH,UTTAR PRADESH,India,Active,Yes,Yes,2754.36,2024-04-30,2026-08-03 11:19:40.666400,,Enterprise System
MER00000352,National Zacharia Store,Retail,Regional,VISAKHAPATANAM,ANDHRA PRADESH,India,Active,Yes,Yes,2064.86,2012-06-21,2026-08-03 11:19:40.667908,,Enterprise System
MER00000353,Sri Palla Water Supply,Utilities,Local,SONITPUR,ASSAM,India,Active,Yes,Yes,5705.01,2015-05-27,2026-08-03 11:19:40.668015,,Enterprise System
MER00000354,Sri Biswas Provision Store,Grocery,Local,SONIPAT,HARYANA,India,Active,Yes,Yes,4314.64,2024-11-16,2026-08-03 11:19:40.668917,,Enterprise System
MER00000355,Shree Baria Outlet,Retail,Local,DARJEELING,WEST BENGAL,India,Active,Yes,No,1366.41,2024-06-01,2026-08-03 11:19:40.668917,,Enterprise System
MER00000356,Prime Balasubramanian Online,E-Commerce,Local,RAIPUR,CHHATTISGARH,India,Active,Yes,Yes,4170.99,2015-10-17,2026-08-03 11:19:40.669917,,Enterprise System
MER00000357,Om Iyengar Clinic,Healthcare,National,TIRUNELVELI,TAMIL NADU,India,Active,Yes,No,95453.86,2025-11-11,2026-08-03 11:19:40.669917,,Enterprise System
MER00000358,Sai Bahri Fashion,Retail,Regional,MUNGER,BIHAR,India,Active,Yes,Yes,9538.52,2022-02-26,2026-08-03 11:19:40.670917,,Enterprise System
MER00000359,National Dua Energy,Fuel,Local,SHIVAMOGGA,KARNATAKA,India,Active,Yes,Yes,4749.37,2015-08-24,2026-08-03 11:19:40.670917,,Enterprise System
MER00000360,Om Date Fresh,Grocery,Local,FATEHABAD,HARYANA,India,Active,Yes,Yes,3234.32,2019-08-23,2026-08-03 11:19:40.670917,,Enterprise System
MER00000361,Shree Contractor Institute,Education,Local,AHMADABAD,GUJARAT,India,Active,Yes,Yes,30467.51,2021-03-07,2026-08-03 11:19:40.672425,,Enterprise System
MER00000362,Royal Kamdar Dhaba,Restaurant,Local,HOOGHLY,WEST BENGAL,India,Active,No,Yes,691.88,2019-07-01,2026-08-03 11:19:40.672535,,Enterprise System
MER00000363,Om Kunda Municipality,Government,Regional,THANE,MAHARASHTRA,India,Active,No,Yes,5683.27,2024-08-19,2026-08-03 11:19:40.673434,,Enterprise System
MER00000364,Prime Pillay Store,Retail,Local,CUDDALORE,TAMIL NADU,India,Active,Yes,Yes,7646.06,2014-06-10,2026-08-03 11:19:40.673434,,Enterprise System
MER00000365,Prime Contractor Digital,E-Commerce,Regional,TINSUKIA,ASSAM,India,Active,Yes,Yes,47194.67,2024-10-26,2026-08-03 11:19:40.674435,,Enterprise System
MER00000366,Sri Gade Traders,Retail,Local,CHARKI DADRI,HARYANA,India,Active,Yes,Yes,9278.04,2016-11-16,2026-08-03 11:19:40.674435,,Enterprise System
MER00000367,Sai Chokshi Water Supply,Utilities,Local,DAVANGERE,KARNATAKA,India,Active,Yes,Yes,4771.96,2021-06-06,2026-08-03 11:19:40.675434,,Enterprise System
MER00000368,Shree Bal Electricity,Utilities,Regional,RAIGARH,CHHATTISGARH,India,Active,Yes,Yes,5529.42,2016-11-22,2026-08-03 11:19:40.675434,,Enterprise System
MER00000369,National Prashad Kitchen,Restaurant,Regional,GAYA,BIHAR,India,Active,No,No,2890.78,2018-05-02,2026-08-03 11:19:40.676433,,Enterprise System
MER00000370,Sri Issac Tours,Travel,Local,SAGAR,MADHYA PRADESH,India,Active,Yes,Yes,58791.04,2012-11-17,2026-08-03 11:19:40.676433,,Enterprise System
MER00000371,Royal Kibe Mart,Grocery,Local,CHHATARPUR,MADHYA PRADESH,India,Active,Yes,Yes,1405.28,2013-04-27,2026-08-03 11:19:40.677433,,Enterprise System
MER00000372,Shree Mitra Online,E-Commerce,Local,KANNIYAKUMARI,TAMIL NADU,India,Active,Yes,Yes,42409.59,2026-01-19,2026-08-03 11:19:40.677433,,Enterprise System
MER00000373,Sri Dara Online,E-Commerce,National,LATEHAR,JHARKHAND,India,Active,Yes,Yes,36304.21,2025-02-17,2026-08-03 11:19:40.678433,,Enterprise System
MER00000374,Prime Barman Dhaba,Restaurant,Local,PALAKKAD,KERALA,India,Active,Yes,Yes,4446.26,2017-06-29,2026-08-03 11:19:40.678433,,Enterprise System
MER00000375,Royal Walia Fashion,Retail,Local,TIRUVANNAMALAI,TAMIL NADU,India,Active,Yes,Yes,9883.87,2018-11-15,2026-08-03 11:19:40.679433,,Enterprise System
MER00000376,Om Prabhakar Cafe,Restaurant,Local,BALESHWAR,ODISHA,India,Active,Yes,No,3964.1,2012-10-04,2026-08-03 11:19:40.679433,,Enterprise System
MER00000377,Om Toor Medical Centre,Healthcare,Local,MUZAFFARNAGAR,UTTAR PRADESH,India,Active,Yes,Yes,3580.23,2022-08-08,2026-08-03 11:19:40.680434,,Enterprise System
MER00000378,Shree Om Tours,Travel,Local,PURBI CHAMPARAN,BIHAR,India,Closed,Yes,Yes,74970.83,2011-10-20,2026-08-03 11:19:40.680434,,Enterprise System
MER00000379,Sri Salvi Communications,Telecom,Local,DAUSA,RAJASTHAN,India,Active,Yes,No,468.36,2025-07-29,2026-08-03 11:19:40.681434,,Enterprise System
MER00000380,Royal Suri Services,Other,Local,MUNGER,BIHAR,India,Active,Yes,Yes,15016.73,2013-05-19,2026-08-03 11:19:40.681434,,Enterprise System
MER00000381,Modern Sant Digital,E-Commerce,Local,ERNAKULAM,KERALA,India,Active,Yes,Yes,28286.51,2017-09-30,2026-08-03 11:19:40.682433,,Enterprise System
MER00000382,Sai Sharaf Provision Store,Grocery,Local,DHARWAD,KARNATAKA,India,Active,Yes,Yes,1211.22,2023-08-15,2026-08-03 11:19:40.682943,,Enterprise System
MER00000383,Shree Dua Kitchen,Restaurant,National,Jagitial,TELANGANA,India,Active,Yes,Yes,4614.21,2018-12-30,2026-08-03 11:19:40.682943,,Enterprise System
MER00000384,Modern Goda Online,E-Commerce,Local,NAGPUR,MAHARASHTRA,India,Active,Yes,Yes,42370.1,2024-01-26,2026-08-03 11:19:40.683953,,Enterprise System
MER00000385,Sri Vig Marketplace,E-Commerce,Regional,AHMADABAD,GUJARAT,India,Active,Yes,Yes,16333.38,2022-08-26,2026-08-03 11:19:40.683953,,Enterprise System
MER00000386,Prime Madan Networks,Telecom,National,BALLIA,UTTAR PRADESH,India,Active,Yes,No,3529.09,2022-01-24,2026-08-03 11:19:40.684952,,Enterprise System
MER00000387,Modern Yohannan Corporation,Government,Local,SRIKAKULAM,ANDHRA PRADESH,India,Active,Yes,Yes,15431.35,2024-10-06,2026-08-03 11:19:40.684952,,Enterprise System
MER00000388,Shree Sule Provision Store,Grocery,Local,UDUPI,KARNATAKA,India,Closed,No,Yes,3071.59,2019-06-30,2026-08-03 11:19:40.685952,,Enterprise System
MER00000389,Royal Sarin Authority,Government,Local,THIRUVALLUR,TAMIL NADU,India,Active,Yes,Yes,12661.8,2025-08-19,2026-08-03 11:19:40.685952,,Enterprise System
MER00000390,New Loyal Enterprise,Other,Regional,WEST GODAVARI,ANDHRA PRADESH,India,Active,Yes,Yes,779.19,2017-01-25,2026-08-03 11:19:40.686952,,Enterprise System
MER00000391,Sri Korpal Stores,Grocery,Local,KASARAGOD,KERALA,India,Active,Yes,Yes,3703.03,2025-09-19,2026-08-03 11:19:40.686952,,Enterprise System
MER00000392,Prime Chadha Telecom,Telecom,Regional,DHARWAD,KARNATAKA,India,Active,Yes,No,3985.9,2016-05-01,2026-08-03 11:19:40.687952,,Enterprise System
MER00000393,Royal Seshadri Travels,Travel,Local,JALGAON,MAHARASHTRA,India,Active,Yes,Yes,20323.45,2015-09-26,2026-08-03 11:19:40.687952,,Enterprise System
MER00000394,Modern Shetty Traders,Retail,Regional,KARAULI,RAJASTHAN,India,Active,Yes,No,24462.02,2021-04-12,2026-08-03 11:19:40.688952,,Enterprise System
MER00000395,Sai Raghavan Clinic,Healthcare,Local,UNA,HIMACHAL PRADESH,India,Inactive,Yes,No,16553.27,2017-04-23,2026-08-03 11:19:40.688952,,Enterprise System
MER00000396,Royal Balakrishnan Traders,Retail,Local,KANNUR,KERALA,India,Active,Yes,Yes,16684.65,2019-12-30,2026-08-03 11:19:40.689953,,Enterprise System
MER00000397,Sri Nair Fuel Station,Fuel,Local,PHEK,NAGALAND,India,Active,Yes,Yes,520.99,2014-09-05,2026-08-03 11:19:40.689953,,Enterprise System
MER00000398,Sai Sura Traders,Retail,Local,HAMIRPUR,HIMACHAL PRADESH,India,Active,Yes,No,12102.48,2015-03-13,2026-08-03 11:19:40.690952,,Enterprise System
MER00000399,Prime Pant Outlet,Retail,Local,ROHTAS,BIHAR,India,Active,Yes,Yes,5029.59,2025-02-27,2026-08-03 11:19:40.690952,,Enterprise System
MER00000400,Modern Kuruvilla Online,E-Commerce,Local,COOCHBEHAR,WEST BENGAL,India,Active,Yes,Yes,13647.53,2017-05-17,2026-08-03 11:19:40.690952,,Enterprise System
MER00000401,Sri Mammen Store,Retail,Local,VISAKHAPATANAM,ANDHRA PRADESH,India,Active,Yes,Yes,6074.06,2021-09-23,2026-08-03 11:19:40.692460,,Enterprise System
MER00000402,Prime Majumdar Mart,Retail,Local,THANJAVUR,TAMIL NADU,India,Active,Yes,Yes,22100.52,2021-01-15,2026-08-03 11:19:40.692577,,Enterprise System
MER00000403,Sri Anne Dhaba,Restaurant,National,PASCHIM BARDHAMAN,WEST BENGAL,India,Active,Yes,No,4052.14,2020-05-17,2026-08-03 11:19:40.693469,,Enterprise System
MER00000404,New Halder Academy,Education,National,DAKSHINA KANNADA,KARNATAKA,India,Active,Yes,Yes,56913.09,2013-01-15,2026-08-03 11:19:40.693469,,Enterprise System
MER00000405,Shree Khurana Mart,Grocery,Local,BELAGAVI,KARNATAKA,India,Active,Yes,No,867.21,2023-11-02,2026-08-03 11:19:40.694469,,Enterprise System
MER00000406,Modern Ray Transport,Travel,National,KOLAR,KARNATAKA,India,Active,Yes,Yes,25133.38,2019-11-24,2026-08-03 11:19:40.694469,,Enterprise System
MER00000407,Sai Khosla Fuel Station,Fuel,Regional,THRISSUR,KERALA,India,Active,Yes,Yes,2779.43,2023-05-03,2026-08-03 11:19:40.695469,,Enterprise System
MER00000408,Sri Soni Store,Retail,Local,ANANTNAG,JAMMU AND KASHMIR,India,Active,Yes,Yes,8924.79,2022-07-29,2026-08-03 11:19:40.695469,,Enterprise System
MER00000409,Prime Swaminathan Dhaba,Restaurant,Local,RAMANATHAPURAM,TAMIL NADU,India,Active,Yes,Yes,3186.66,2019-03-18,2026-08-03 11:19:40.696469,,Enterprise System
MER00000410,Prime Badal Academy,Education,Local,SIMDEGA,JHARKHAND,India,Active,Yes,Yes,121428.46,2013-03-03,2026-08-03 11:19:40.696469,,Enterprise System
MER00000411,Modern Menon Supermarket,Grocery,Local,BHADRAK,ODISHA,India,Active,Yes,No,4312.44,2015-05-10,2026-08-03 11:19:40.697469,,Enterprise System
MER00000412,Royal Ravel Academy,Education,Local,RAMANATHAPURAM,TAMIL NADU,India,Active,Yes,Yes,183555.86,2023-05-10,2026-08-03 11:19:40.697469,,Enterprise System
MER00000413,Sri Kohli Cinema,Entertainment,Local,GANGANAGAR,RAJASTHAN,India,Active,Yes,Yes,4277.06,2016-10-17,2026-08-03 11:19:40.698469,,Enterprise System
MER00000414,Shree Pillay Clinic,Healthcare,Regional,IMPHAL EAST,MANIPUR,India,Active,Yes,Yes,78271.13,2019-08-21,2026-08-03 11:19:40.698469,,Enterprise System
MER00000415,Shree Wali Cafe,Restaurant,Local,AMRELI,GUJARAT,India,Active,Yes,Yes,2418.13,2017-06-08,2026-08-03 11:19:40.699469,,Enterprise System
MER00000416,Royal Sandal Municipality,Government,Local,DAKSHINA KANNADA,KARNATAKA,India,Active,Yes,No,34377.54,2024-04-11,2026-08-03 11:19:40.699469,,Enterprise System
MER00000417,Sai Narayanan Provision Store,Grocery,Local,JALNA,MAHARASHTRA,India,Inactive,Yes,Yes,1819.61,2017-07-28,2026-08-03 11:19:40.700470,,Enterprise System
MER00000418,National Setty Digital,E-Commerce,Regional,CHURU,RAJASTHAN,India,Active,Yes,Yes,42734.92,2016-03-12,2026-08-03 11:19:40.700470,,Enterprise System
MER00000419,Royal Mohan Electricity,Utilities,Local,BEGUSARAI,BIHAR,India,Active,Yes,Yes,594.77,2015-11-12,2026-08-03 11:19:40.701468,,Enterprise System
MER00000420,Shree Kashyap Marketplace,E-Commerce,National,KANGRA,HIMACHAL PRADESH,India,Active,Yes,Yes,12843.8,2013-08-21,2026-08-03 11:19:40.701771,,Enterprise System
MER00000421,National Hans Digital,E-Commerce,National,MEDINIPUR WEST,WEST BENGAL,India,Active,Yes,Yes,17630.85,2016-12-14,2026-08-03 11:19:40.702469,,Enterprise System
MER00000422,Sai Dar Stores,Grocery,Local,Amethi,UTTAR PRADESH,India,Active,Yes,Yes,2630.84,2024-03-23,2026-08-03 11:19:40.702979,,Enterprise System
MER00000423,Modern Wason Learning Centre,Education,Local,PATHANAMTHITTA,KERALA,India,Active,Yes,Yes,20640.08,2024-07-21,2026-08-03 11:19:40.702979,,Enterprise System
MER00000424,Modern Goyal Services,Other,Local,KOLLAM,KERALA,India,Active,Yes,Yes,4173.27,2014-11-05,2026-08-03 11:19:40.703988,,Enterprise System
MER00000425,Shree Kalita Gas Services,Utilities,Local,KOREA,CHHATTISGARH,India,Active,Yes,Yes,7611.38,2024-02-25,2026-08-03 11:19:40.703988,,Enterprise System
MER00000426,Prime Sule Petrol Pump,Fuel,Local,EAST GODAVARI,ANDHRA PRADESH,India,Active,Yes,Yes,1544.53,2016-04-16,2026-08-03 11:19:40.704987,,Enterprise System
MER00000427,Royal Vohra Gas Services,Utilities,Local,MATHURA,UTTAR PRADESH,India,Active,Yes,Yes,7757.53,2021-09-27,2026-08-03 11:19:40.704987,,Enterprise System
MER00000428,Om Mandal Online,E-Commerce,Local,HASSAN,KARNATAKA,India,Active,Yes,Yes,28083.87,2013-04-18,2026-08-03 11:19:40.705987,,Enterprise System
MER00000429,Modern Hari Authority,Government,Local,TUTICORIN,TAMIL NADU,India,Active,Yes,Yes,39616.43,2016-08-16,2026-08-03 11:19:40.705987,,Enterprise System
MER00000430,National Karan Clinic,Healthcare,Local,VIZIANAGARAM,ANDHRA PRADESH,India,Active,Yes,No,58773.89,2017-09-22,2026-08-03 11:19:40.706987,,Enterprise System
MER00000431,Sri Gola Municipality,Government,Regional,LAKSHADWEEP DISTRICT,LAKSHADWEEP,India,Active,Yes,Yes,15619.43,2016-09-23,2026-08-03 11:19:40.706987,,Enterprise System
MER00000432,New Atwal Traders,Retail,National,SIANG,ARUNACHAL PRADESH,India,Active,No,No,24672.91,2023-08-19,2026-08-03 11:19:40.707987,,Enterprise System
MER00000433,New Walla Store,Retail,Local,LAHUL AND SPITI,HIMACHAL PRADESH,India,Active,Yes,Yes,615.48,2013-09-27,2026-08-03 11:19:40.707987,,Enterprise System
MER00000434,New Mahal Energy,Fuel,Regional,West Tripura,TRIPURA,India,Active,Yes,Yes,3879.64,2012-05-11,2026-08-03 11:19:40.708987,,Enterprise System
MER00000435,Prime Bhagat Multiplex,Entertainment,National,JIND,HARYANA,India,Active,Yes,Yes,3172.88,2020-12-31,2026-08-03 11:19:40.708987,,Enterprise System
MER00000436,Modern Master Mart,Retail,Local,NAGAON,ASSAM,India,Active,Yes,Yes,17491.36,2023-06-14,2026-08-03 11:19:40.709987,,Enterprise System
MER00000437,New Date Hospital,Healthcare,Local,PALI,RAJASTHAN,India,Active,Yes,No,30522.02,2022-06-09,2026-08-03 11:19:40.709987,,Enterprise System
MER00000438,Om Swaminathan Energy,Fuel,Local,MADURAI,TAMIL NADU,India,Active,Yes,Yes,5978.76,2013-05-01,2026-08-03 11:19:40.710987,,Enterprise System
MER00000439,Royal Arora Cafe,Restaurant,National,SURAT,GUJARAT,India,Active,Yes,Yes,3704.05,2021-05-09,2026-08-03 11:19:40.710987,,Enterprise System
MER00000440,Shree Mane Mart,Retail,Local,KOTTAYAM,KERALA,India,Active,Yes,Yes,9692.21,2019-07-28,2026-08-03 11:19:40.710987,,Enterprise System
MER00000441,Om Srinivas Arcade,Entertainment,Local,DARRANG,ASSAM,India,Closed,Yes,Yes,452.01,2019-01-29,2026-08-03 11:19:40.712495,,Enterprise System
MER00000442,Prime Oak Institute,Education,Local,OSMANABAD,MAHARASHTRA,India,Active,Yes,Yes,175322.05,2014-09-21,2026-08-03 11:19:40.712629,,Enterprise System
MER00000443,National Behl Multiplex,Entertainment,Local,VISAKHAPATANAM,ANDHRA PRADESH,India,Active,Yes,Yes,1356.16,2015-11-18,2026-08-03 11:19:40.713503,,Enterprise System
MER00000444,Sri Sridhar Digital,E-Commerce,Regional,MYSURU,KARNATAKA,India,Active,Yes,Yes,10172.74,2013-07-11,2026-08-03 11:19:40.713503,,Enterprise System
MER00000445,National Bhattacharyya Provision Store,Grocery,National,DEORIA,UTTAR PRADESH,India,Active,Yes,Yes,2808.47,2018-05-27,2026-08-03 11:19:40.714504,,Enterprise System
MER00000446,Sai Swamy Municipality,Government,Local,VAISHALI,BIHAR,India,Active,Yes,Yes,29133.49,2012-11-05,2026-08-03 11:19:40.714504,,Enterprise System
MER00000447,Sri Bera Restaurant,Restaurant,Regional,REWARI,HARYANA,India,Active,Yes,Yes,4946.16,2014-03-02,2026-08-03 11:19:40.715503,,Enterprise System
MER00000448,Sai Dixit Fuel Station,Fuel,Local,KANNUR,KERALA,India,Active,Yes,Yes,4908.78,2025-05-21,2026-08-03 11:19:40.715503,,Enterprise System
MER00000449,Sri Modi Fuel Station,Fuel,Regional,MANCHERIAL,TELANGANA,India,Active,Yes,Yes,4059.59,2013-01-13,2026-08-03 11:19:40.716508,,Enterprise System
MER00000450,Sai Kothari Energy,Fuel,Local,JHAJJAR,HARYANA,India,Active,Yes,Yes,1126.08,2013-08-08,2026-08-03 11:19:40.716508,,Enterprise System
MER00000451,Sai Saha Kitchen,Restaurant,Regional,VAISHALI,BIHAR,India,Active,Yes,Yes,4459.09,2021-11-25,2026-08-03 11:19:40.717505,,Enterprise System
MER00000452,New Kara Supermarket,Grocery,National,YADGIR,KARNATAKA,India,Active,Yes,No,2490.97,2024-10-12,2026-08-03 11:19:40.717505,,Enterprise System
MER00000453,Sai Virk Travels,Travel,Local,DEVBHUMI DWARKA,GUJARAT,India,Active,Yes,No,66116.32,2018-01-21,2026-08-03 11:19:40.718503,,Enterprise System
MER00000454,New Seshadri Water Supply,Utilities,National,MALAPPURAM,KERALA,India,Active,Yes,Yes,4145.71,2019-02-12,2026-08-03 11:19:40.718503,,Enterprise System
MER00000455,Om Mishra Energy,Fuel,Local,SANGAREDDY,TELANGANA,India,Active,No,Yes,2360.65,2026-03-21,2026-08-03 11:19:40.719504,,Enterprise System
