collateral_id,loan_id,asset_type,asset_value,valuation_date,created_at,updated_at,source_system
COL00000528,LN00002117,Gold,1511776.77,2013-04-18,2026-07-25 01:44:21.955795,,Loan Management System
COL00000529,LN00001702,Vehicle,623259.93,2021-12-02,2026-07-25 01:44:21.955795,,Loan Management System
COL00000530,LN00002461,Vehicle,2103852.57,2020-11-20,2026-07-25 01:44:21.955795,,Loan Management System
COL00000531,LN00001163,Property,2808201.42,2015-09-23,2026-07-25 01:44:21.955795,,Loan Management System
COL00000532,LN00001632,Vehicle,1190274.5,2017-10-01,2026-07-25 01:44:21.955795,,Loan Management System
COL00000533,LN00000157,Property,2648750.25,2015-04-05,2026-07-25 01:44:21.955795,,Loan Management System
COL00000534,LN00000566,Property,18576242.45,2024-01-30,2026-07-25 01:44:21.955795,,Loan Management System
COL00000535,LN00000640,Property,10994989.98,2011-07-13,2026-07-25 01:44:21.955795,,Loan Management System
COL00000536,LN00000516,Property,2537281.95,2014-04-20,2026-07-25 01:44:21.955795,,Loan Management System
COL00000537,LN00000998,Vehicle,3775944.36,2014-07-22,2026-07-25 01:44:21.955795,,Loan Management System
COL00000538,LN00001685,Property,7123263.41,2022-12-28,2026-07-25 01:44:21.955795,,Loan Management System
COL00000539,LN00001151,Gold,2624543.85,2019-11-16,2026-07-25 01:44:21.955795,,Loan Management System
COL00000540,LN00000278,Vehicle,2626107.04,2021-07-08,2026-07-25 01:44:21.955795,,Loan Management System
COL00000541,LN00000224,Property,2004884.75,2021-09-04,2026-07-25 01:44:21.955795,,Loan Management System
COL00000542,LN00000006,Property,11466816.45,2015-09-04,2026-07-25 01:44:21.955795,,Loan Management System
COL00000543,LN00001664,Vehicle,2222583.11,2013-12-05,2026-07-25 01:44:21.955795,,Loan Management System
COL00000544,LN00002100,Property,4143015.88,2022-05-29,2026-07-25 01:44:21.955795,,Loan Management System
COL00000545,LN00000866,Property,19794117.11,2018-06-06,2026-07-25 01:44:21.955795,,Loan Management System
COL00000546,LN00000080,Vehicle,756074.89,2015-05-14,2026-07-25 01:44:21.955795,,Loan Management System
COL00000547,LN00000185,Property,10751416.16,2013-06-10,2026-07-25 01:44:21.955795,,Loan Management System
COL00000548,LN00000843,Vehicle,1782556.31,2024-05-08,2026-07-25 01:44:21.955795,,Loan Management System
COL00000549,LN00000892,Vehicle,3500547.53,2019-04-08,2026-07-25 01:44:21.955795,,Loan Management System
COL00000550,LN00000252,Property,11047372.17,2016-01-13,2026-07-25 01:44:21.955795,,Loan Management System
COL00000551,LN00002386,Property,9064607.3,2014-04-11,2026-07-25 01:44:21.955795,,Loan Management System
COL00000552,LN00001492,Property,7636430.96,2023-09-24,2026-07-25 01:44:21.955795,,Loan Management System
COL00000553,LN00002393,Property,8689786.31,2015-10-10,2026-07-25 01:44:21.955795,,Loan Management System
COL00000554,LN00001536,Vehicle,1646901.58,2014-07-02,2026-07-25 01:44:21.955795,,Loan Management System
COL00000555,LN00002131,Vehicle,1647404.13,2024-10-23,2026-07-25 01:44:21.955795,,Loan Management System
COL00000556,LN00002229,Property,10125632.87,2025-04-12,2026-07-25 01:44:21.955795,,Loan Management System
COL00000557,LN00000940,Vehicle,1620072.99,2023-09-27,2026-07-25 01:44:21.955795,,Loan Management System
COL00000558,LN00001391,Gold,2515617.87,2021-09-12,2026-07-25 01:44:21.955795,,Loan Management System
COL00000559,LN00000706,Vehicle,257926.28,2022-09-24,2026-07-25 01:44:21.955795,,Loan Management System
COL00000560,LN00001648,Property,18483512.18,2020-02-04,2026-07-25 01:44:21.955795,,Loan Management System
COL00000561,LN00000851,Gold,56455.79,2020-10-28,2026-07-25 01:44:21.955795,,Loan Management System
COL00000562,LN00000313,Property,13714408.01,2013-02-25,2026-07-25 01:44:21.955795,,Loan Management System
COL00000563,LN00002031,Gold,269155.58,2018-10-01,2026-07-25 01:44:21.955795,,Loan Management System
COL00000564,LN00000387,Vehicle,2673770.2,2014-02-14,2026-07-25 01:44:21.955795,,Loan Management System
COL00000565,LN00001052,Vehicle,2376392.12,2019-10-26,2026-07-25 01:44:21.955795,,Loan Management System
COL00000566,LN00001602,Vehicle,3233758.54,2016-05-15,2026-07-25 01:44:21.955795,,Loan Management System
COL00000567,LN00002051,Vehicle,662975.98,2016-10-10,2026-07-25 01:44:21.956793,,Loan Management System
COL00000568,LN00002000,Property,1154512.48,2024-02-09,2026-07-25 01:44:21.956793,,Loan Management System
COL00000569,LN00000903,Property,4496156.99,2012-11-18,2026-07-25 01:44:21.956793,,Loan Management System
COL00000570,LN00001772,Property,7122735.21,2021-08-25,2026-07-25 01:44:21.956793,,Loan Management System
COL00000571,LN00002164,Property,8897277.89,2019-05-17,2026-07-25 01:44:21.956793,,Loan Management System
COL00000572,LN00000187,Vehicle,851810.48,2020-08-22,2026-07-25 01:44:21.956793,,Loan Management System
COL00000573,LN00000771,Gold,2230850.1,2021-09-09,2026-07-25 01:44:21.956793,,Loan Management System
COL00000574,LN00001358,Vehicle,2162604.3,2015-07-26,2026-07-25 01:44:21.956793,,Loan Management System
COL00000575,LN00002457,Vehicle,674506.32,2015-11-14,2026-07-25 01:44:21.956793,,Loan Management System
COL00000576,LN00000648,Property,3564933.49,2022-11-21,2026-07-25 01:44:21.956793,,Loan Management System
COL00000577,LN00002413,Vehicle,1131052.75,2014-01-10,2026-07-25 01:44:21.956793,,Loan Management System
COL00000578,LN00000437,Property,24694362.38,2015-07-21,2026-07-25 01:44:21.956793,,Loan Management System
COL00000579,LN00002320,Vehicle,1785493.27,2014-02-27,2026-07-25 01:44:21.956793,,Loan Management System
COL00000580,LN00001160,Property,8881011.59,2021-02-09,2026-07-25 01:44:21.956793,,Loan Management System
COL00000581,LN00001621,Property,920694.88,2013-11-11,2026-07-25 01:44:21.956793,,Loan Management System
COL00000582,LN00002076,Property,11993557.42,2023-06-15,2026-07-25 01:44:21.956793,,Loan Management System
COL00000583,LN00002292,Property,9480104.52,2022-06-21,2026-07-25 01:44:21.956793,,Loan Management System
COL00000584,LN00001402,Vehicle,2029692.32,2017-04-15,2026-07-25 01:44:21.956793,,Loan Management System
COL00000585,LN00001270,Property,9161858.08,2023-01-07,2026-07-25 01:44:21.956793,,Loan Management System
COL00000586,LN00000490,Gold,1592979.7,2021-10-17,2026-07-25 01:44:21.956793,,Loan Management System
COL00000587,LN00000782,Vehicle,821423.35,2019-02-01,2026-07-25 01:44:21.956793,,Loan Management System
COL00000588,LN00000276,Property,3546503.16,2017-04-19,2026-07-25 01:44:21.956793,,Loan Management System
COL00000589,LN00000661,Vehicle,494885.86,2016-08-27,2026-07-25 01:44:21.956793,,Loan Management System
COL00000590,LN00001623,Property,7922219.85,2013-03-03,2026-07-25 01:44:21.956793,,Loan Management System
COL00000591,LN00002128,Property,7929116.67,2017-04-29,2026-07-25 01:44:21.956793,,Loan Management System
COL00000592,LN00000672,Property,18286958.03,2014-10-22,2026-07-25 01:44:21.956793,,Loan Management System
COL00000593,LN00001328,Property,8820688.92,2011-07-31,2026-07-25 01:44:21.956793,,Loan Management System
COL00000594,LN00000942,Vehicle,1649270.03,2024-09-23,2026-07-25 01:44:21.956793,,Loan Management System
COL00000595,LN00002366,Property,4129681.37,2020-07-24,2026-07-25 01:44:21.956793,,Loan Management System
COL00000596,LN00001734,Vehicle,1885478.22,2023-11-21,2026-07-25 01:44:21.956793,,Loan Management System
COL00000597,LN00000408,Vehicle,3005605.26,2012-12-01,2026-07-25 01:44:21.956793,,Loan Management System
COL00000598,LN00002090,Vehicle,2727574.58,2011-11-12,2026-07-25 01:44:21.956793,,Loan Management System
COL00000599,LN00002042,Property,14727702.57,2018-10-18,2026-07-25 01:44:21.957742,,Loan Management System
COL00000600,LN00000597,Vehicle,1013173.54,2011-12-01,2026-07-25 01:44:21.957742,,Loan Management System
COL00000601,LN00000685,Property,2979015.35,2011-07-05,2026-07-25 01:44:21.957742,,Loan Management System
COL00000602,LN00001935,Vehicle,1877812.7,2017-07-02,2026-07-25 01:44:21.957742,,Loan Management System
COL00000603,LN00001513,Property,4117775.21,2013-03-22,2026-07-25 01:44:21.957742,,Loan Management System
COL00000604,LN00002326,Vehicle,2166162.8,2020-02-22,2026-07-25 01:44:21.957742,,Loan Management System
COL00000605,LN00001626,Property,2636529.03,2012-03-09,2026-07-25 01:44:21.957742,,Loan Management System
COL00000606,LN00001225,Property,10856496.66,2022-09-25,2026-07-25 01:44:21.957742,,Loan Management System
COL00000607,LN00001801,Property,18295218.74,2013-10-01,2026-07-25 01:44:21.957742,,Loan Management System
COL00000608,LN00000649,Gold,1882267.46,2014-10-30,2026-07-25 01:44:21.957742,,Loan Management System
COL00000609,LN00002419,Vehicle,258807.01,2019-03-03,2026-07-25 01:44:21.957742,,Loan Management System
COL00000610,LN00000749,Property,11381244.17,2024-08-16,2026-07-25 01:44:21.957742,,Loan Management System
COL00000611,LN00001904,Property,10928110.84,2013-02-19,2026-07-25 01:44:21.957742,,Loan Management System
COL00000612,LN00002312,Vehicle,1391475.21,2014-08-04,2026-07-25 01:44:21.957742,,Loan Management System
COL00000613,LN00001676,Vehicle,245406.88,2013-01-10,2026-07-25 01:44:21.957742,,Loan Management System
COL00000614,LN00001814,Property,2682818.54,2024-11-22,2026-07-25 01:44:21.957742,,Loan Management System
COL00000615,LN00001462,Property,8767973.72,2019-01-02,2026-07-25 01:44:21.957742,,Loan Management System
COL00000616,LN00000402,Vehicle,2408542.32,2020-01-30,2026-07-25 01:44:21.957742,,Loan Management System
COL00000617,LN00001144,Gold,561776.98,2015-10-20,2026-07-25 01:44:21.957742,,Loan Management System
COL00000618,LN00001438,Property,4093995.87,2018-07-08,2026-07-25 01:44:21.957742,,Loan Management System
COL00000619,LN00002108,Property,5324927.76,2025-03-08,2026-07-25 01:44:21.957742,,Loan Management System
COL00000620,LN00001226,Property,8206548.01,2025-03-04,2026-07-25 01:44:21.957742,,Loan Management System
COL00000621,LN00001624,Property,3690845.96,2022-03-14,2026-07-25 01:44:21.957742,,Loan Management System
COL00000622,LN00001546,Property,3245190.61,2013-12-23,2026-07-25 01:44:21.957742,,Loan Management System
COL00000623,LN00001173,Property,7281403.66,2024-10-01,2026-07-25 01:44:21.957742,,Loan Management System
COL00000624,LN00001131,Property,11431707.92,2024-05-09,2026-07-25 01:44:21.957742,,Loan Management System
COL00000625,LN00002058,Property,2133102.91,2014-12-19,2026-07-25 01:44:21.957742,,Loan Management System
COL00000626,LN00001700,Vehicle,1093086.23,2021-01-19,2026-07-25 01:44:21.957742,,Loan Management System
COL00000627,LN00002285,Gold,2203483.58,2013-09-12,2026-07-25 01:44:21.957742,,Loan Management System
COL00000628,LN00001166,Property,4012517.49,2024-07-20,2026-07-25 01:44:21.957742,,Loan Management System
COL00000629,LN00001662,Vehicle,2832869.75,2019-07-05,2026-07-25 01:44:21.957742,,Loan Management System
COL00000630,LN00000208,Vehicle,2148619.59,2026-05-13,2026-07-25 01:44:21.957742,,Loan Management System
COL00000631,LN00001770,Property,4731656.87,2022-05-25,2026-07-25 01:44:21.957742,,Loan Management System
COL00000632,LN00002438,Property,7734474.65,2017-03-08,2026-07-25 01:44:21.957742,,Loan Management System
COL00000633,LN00001389,Property,7258739.52,2018-01-13,2026-07-25 01:44:21.957742,,Loan Management System
COL00000634,LN00000619,Vehicle,783727.67,2021-06-03,2026-07-25 01:44:21.957742,,Loan Management System
COL00000635,LN00000870,Gold,1585942.82,2019-06-21,2026-07-25 01:44:21.957742,,Loan Management System
COL00000636,LN00002373,Vehicle,3167963.1,2014-10-27,2026-07-25 01:44:21.957742,,Loan Management System
COL00000637,LN00000567,Property,10735831.49,2017-03-14,2026-07-25 01:44:21.957742,,Loan Management System
COL00000638,LN00001033,Property,15576958.46,2014-08-15,2026-07-25 01:44:21.957742,,Loan Management System
COL00000639,LN00000828,Vehicle,449132.43,2025-08-31,2026-07-25 01:44:21.958791,,Loan Management System
COL00000640,LN00000676,Vehicle,3419388.95,2022-12-31,2026-07-25 01:44:21.958791,,Loan Management System
COL00000641,LN00001119,Vehicle,1299609.65,2023-07-26,2026-07-25 01:44:21.958791,,Loan Management System
COL00000642,LN00002290,Property,1908165.26,2021-01-12,2026-07-25 01:44:21.958791,,Loan Management System
COL00000643,LN00002235,Property,6368110.52,2022-07-08,2026-07-25 01:44:21.958791,,Loan Management System
COL00000644,LN00000013,Property,7439086.34,2020-11-01,2026-07-25 01:44:21.958791,,Loan Management System
COL00000645,LN00001634,Vehicle,433302.9,2013-10-02,2026-07-25 01:44:21.958791,,Loan Management System
COL00000646,LN00001796,Property,3197187.93,2021-08-24,2026-07-25 01:44:21.958791,,Loan Management System
COL00000647,LN00001791,Vehicle,533889.47,2015-07-05,2026-07-25 01:44:21.958791,,Loan Management System
COL00000648,LN00002193,Property,15244310.38,2016-10-16,2026-07-25 01:44:21.958791,,Loan Management System
COL00000649,LN00001614,Property,22104725.52,2023-01-06,2026-07-25 01:44:21.958791,,Loan Management System
COL00000650,LN00000200,Property,10198359.09,2026-06-17,2026-07-25 01:44:21.958791,,Loan Management System
COL00000651,LN00000874,Vehicle,2347875.29,2011-12-20,2026-07-25 01:44:21.958791,,Loan Management System
COL00000652,LN00002271,Property,11482420.44,2021-10-13,2026-07-25 01:44:21.958791,,Loan Management System
COL00000653,LN00001271,Gold,2985861.18,2025-09-14,2026-07-25 01:44:21.958791,,Loan Management System
COL00000654,LN00000369,Property,3328206.89,2012-07-19,2026-07-25 01:44:21.958791,,Loan Management System
COL00000655,LN00001037,Property,18979868.26,2025-01-31,2026-07-25 01:44:21.958791,,Loan Management System
COL00000656,LN00001928,Property,19833263.6,2021-06-26,2026-07-25 01:44:21.958791,,Loan Management System
COL00000657,LN00001162,Property,13559020.94,2012-12-11,2026-07-25 01:44:21.958791,,Loan Management System
COL00000658,LN00000584,Property,3285721.47,2026-02-19,2026-07-25 01:44:21.958791,,Loan Management System
COL00000659,LN00001107,Vehicle,3165469.47,2020-06-14,2026-07-25 01:44:21.958791,,Loan Management System
COL00000660,LN00001014,Gold,2655796.96,2016-12-22,2026-07-25 01:44:21.958791,,Loan Management System
COL00000661,LN00000689,Gold,221811.59,2018-10-20,2026-07-25 01:44:21.958791,,Loan Management System
COL00000662,LN00002456,Property,4296369.78,2011-11-07,2026-07-25 01:44:21.958791,,Loan Management System
COL00000663,LN00002385,Vehicle,1215407.16,2018-09-01,2026-07-25 01:44:21.958791,,Loan Management System
COL00000664,LN00000780,Vehicle,1631962.85,2025-09-07,2026-07-25 01:44:21.958791,,Loan Management System
COL00000665,LN00000655,Property,8041276.7,2022-02-12,2026-07-25 01:44:21.958791,,Loan Management System
COL00000666,LN00002255,Vehicle,441064.41,2012-06-03,2026-07-25 01:44:21.958791,,Loan Management System
COL00000667,LN00001840,Gold,3035983.29,2012-03-30,2026-07-25 01:44:21.958791,,Loan Management System
COL00000668,LN00001447,Property,8388363.01,2022-11-04,2026-07-25 01:44:21.958791,,Loan Management System
COL00000669,LN00000034,Property,772447.63,2021-07-09,2026-07-25 01:44:21.958791,,Loan Management System
COL00000670,LN00000401,Vehicle,3225745.89,2019-08-23,2026-07-25 01:44:21.958791,,Loan Management System
COL00000671,LN00000717,Property,9574230.51,2015-07-08,2026-07-25 01:44:21.958791,,Loan Management System
COL00000672,LN00000507,Property,9820885.51,2025-08-31,2026-07-25 01:44:21.958791,,Loan Management System
COL00000673,LN00000716,Gold,912879.35,2024-04-19,2026-07-25 01:44:21.958791,,Loan Management System
COL00000674,LN00000435,Vehicle,1466035.35,2023-09-20,2026-07-25 01:44:21.958791,,Loan Management System
COL00000675,LN00002371,Property,10402107.94,2019-07-13,2026-07-25 01:44:21.958791,,Loan Management System
COL00000676,LN00001554,Property,3555384.88,2011-08-27,2026-07-25 01:44:21.958791,,Loan Management System
COL00000677,LN00001300,Vehicle,2453814.46,2017-03-08,2026-07-25 01:44:21.958791,,Loan Management System
COL00000678,LN00000564,Gold,1934979.82,2011-12-02,2026-07-25 01:44:21.958791,,Loan Management System
COL00000679,LN00000433,Property,25150002.58,2015-01-11,2026-07-25 01:44:21.958791,,Loan Management System
COL00000680,LN00002376,Property,7525300.21,2021-04-02,2026-07-25 01:44:21.958791,,Loan Management System
COL00000681,LN00001731,Vehicle,718205.52,2018-08-19,2026-07-25 01:44:21.959804,,Loan Management System
COL00000682,LN00001338,Property,18949959.55,2022-01-31,2026-07-25 01:44:21.959804,,Loan Management System
COL00000683,LN00000088,Property,13561053.81,2017-12-26,2026-07-25 01:44:21.959804,,Loan Management System
COL00000684,LN00000831,Property,4126985.24,2024-08-22,2026-07-25 01:44:21.959804,,Loan Management System
COL00000685,LN00001866,Property,2943262.47,2013-08-22,2026-07-25 01:44:21.959804,,Loan Management System
COL00000686,LN00000257,Property,7810028.25,2015-02-22,2026-07-25 01:44:21.959804,,Loan Management System
COL00000687,LN00002095,Vehicle,3150755.66,2021-04-17,2026-07-25 01:44:21.959804,,Loan Management System
COL00000688,LN00000691,Property,4633893.54,2021-06-01,2026-07-25 01:44:21.959804,,Loan Management System
COL00000689,LN00002431,Property,1018278.04,2015-04-27,2026-07-25 01:44:21.959804,,Loan Management System
COL00000690,LN00000919,Gold,783743.3,2014-11-29,2026-07-25 01:44:21.959804,,Loan Management System
COL00000691,LN00001471,Property,4765110.85,2022-08-16,2026-07-25 01:44:21.959804,,Loan Management System
COL00000692,LN00000436,Vehicle,928910.58,2016-11-23,2026-07-25 01:44:21.959804,,Loan Management System
COL00000693,LN00001552,Property,12050292.43,2015-11-21,2026-07-25 01:44:21.959804,,Loan Management System
COL00000694,LN00001737,Gold,1924521.47,2022-08-19,2026-07-25 01:44:21.959804,,Loan Management System
COL00000695,LN00001501,Property,5591881.1,2022-03-27,2026-07-25 01:44:21.959804,,Loan Management System
COL00000696,LN00001566,Vehicle,2134175.16,2022-05-22,2026-07-25 01:44:21.959804,,Loan Management System
COL00000697,LN00001839,Gold,1054604.82,2021-12-17,2026-07-25 01:44:21.959804,,Loan Management System
COL00000698,LN00001982,Property,20148202.86,2016-01-11,2026-07-25 01:44:21.959804,,Loan Management System
COL00000699,LN00000826,Property,2656678.56,2012-07-29,2026-07-25 01:44:21.959804,,Loan Management System
COL00000700,LN00001047,Vehicle,1906055.97,2014-10-14,2026-07-25 01:44:21.959804,,Loan Management System
COL00000701,LN00000072,Property,7735309.71,2026-03-13,2026-07-25 01:44:21.959804,,Loan Management System
COL00000702,LN00001545,Property,6525242.21,2021-06-08,2026-07-25 01:44:21.959804,,Loan Management System
COL00000703,LN00002372,Gold,1034055.28,2025-09-29,2026-07-25 01:44:21.959804,,Loan Management System
COL00000704,LN00002156,Property,13812698.91,2024-06-28,2026-07-25 01:44:21.959804,,Loan Management System
COL00000705,LN00000198,Property,6794171.7,2011-07-27,2026-07-25 01:44:21.959804,,Loan Management System
COL00000706,LN00001463,Property,2894377.4,2013-03-11,2026-07-25 01:44:21.959804,,Loan Management System
COL00000707,LN00001169,Property,5388497.52,2021-08-23,2026-07-25 01:44:21.959804,,Loan Management System
COL00000708,LN00001221,Property,10759823.38,2024-11-23,2026-07-25 01:44:21.959804,,Loan Management System
COL00000709,LN00001773,Property,5166253.06,2011-11-10,2026-07-25 01:44:21.959804,,Loan Management System
COL00000710,LN00001512,Property,5976606.04,2026-05-07,2026-07-25 01:44:21.959804,,Loan Management System
COL00000711,LN00001386,Property,10345349.26,2019-04-03,2026-07-25 01:44:21.959804,,Loan Management System
COL00000712,LN00000308,Property,8080790.46,2019-08-08,2026-07-25 01:44:21.959804,,Loan Management System
COL00000713,LN00000400,Vehicle,701830.87,2021-06-30,2026-07-25 01:44:21.959804,,Loan Management System
COL00000714,LN00001547,Vehicle,2502478.43,2015-06-18,2026-07-25 01:44:21.959804,,Loan Management System
COL00000715,LN00001486,Gold,1272090.93,2023-01-11,2026-07-25 01:44:21.959804,,Loan Management System
COL00000716,LN00001977,Property,1681881.02,2011-12-31,2026-07-25 01:44:21.959804,,Loan Management System
COL00000717,LN00001156,Property,6792338.84,2012-06-20,2026-07-25 01:44:21.959804,,Loan Management System
COL00000718,LN00001246,Property,7089030.8,2016-06-01,2026-07-25 01:44:21.959804,,Loan Management System
COL00000719,LN00002119,Property,11108625.78,2018-12-20,2026-07-25 01:44:21.959804,,Loan Management System
COL00000720,LN00002003,Property,3124165.21,2013-01-25,2026-07-25 01:44:21.959804,,Loan Management System
COL00000721,LN00000221,Vehicle,2340936.96,2024-10-03,2026-07-25 01:44:21.959804,,Loan Management System
COL00000722,LN00002213,Property,12237367.87,2024-12-13,2026-07-25 01:44:21.959804,,Loan Management System
COL00000723,LN00002227,Property,3362906.31,2019-03-13,2026-07-25 01:44:21.960806,,Loan Management System
COL00000724,LN00002147,Property,11378318.22,2013-12-30,2026-07-25 01:44:21.960806,,Loan Management System
COL00000725,LN00000789,Vehicle,2344610.96,2024-05-01,2026-07-25 01:44:21.960806,,Loan Management System
COL00000726,LN00000553,Property,3913557.29,2018-05-29,2026-07-25 01:44:21.960806,,Loan Management System
COL00000727,LN00000388,Vehicle,2799424.6,2014-10-10,2026-07-25 01:44:21.960806,,Loan Management System
COL00000728,LN00000215,Vehicle,2707415.29,2014-12-10,2026-07-25 01:44:21.960806,,Loan Management System
COL00000729,LN00000470,Property,2668652.83,2021-12-11,2026-07-25 01:44:21.960806,,Loan Management System
COL00000730,LN00001800,Property,9770049.25,2013-12-27,2026-07-25 01:44:21.960806,,Loan Management System
COL00000731,LN00002315,Property,27025098.13,2024-07-13,2026-07-25 01:44:21.960806,,Loan Management System
COL00000732,LN00000302,Vehicle,3760289.28,2023-10-31,2026-07-25 01:44:21.960806,,Loan Management System
COL00000733,LN00000131,Property,2666306.28,2012-08-31,2026-07-25 01:44:21.960806,,Loan Management System
COL00000734,LN00001252,Property,1223992.06,2023-06-11,2026-07-25 01:44:21.960806,,Loan Management System
COL00000735,LN00001978,Vehicle,240205.62,2021-11-09,2026-07-25 01:44:21.960806,,Loan Management System
COL00000736,LN00000669,Property,868829.2,2016-07-11,2026-07-25 01:44:21.960806,,Loan Management System
COL00000737,LN00000418,Vehicle,1597131.02,2013-07-16,2026-07-25 01:44:21.960806,,Loan Management System
COL00000738,LN00002429,Vehicle,2139687.94,2012-11-23,2026-07-25 01:44:21.960806,,Loan Management System
COL00000739,LN00001255,Property,1464165.81,2019-12-29,2026-07-25 01:44:21.960806,,Loan Management System
COL00000740,LN00002349,Property,8528876.65,2014-05-07,2026-07-25 01:44:21.960806,,Loan Management System
COL00000741,LN00000879,Property,5572121.92,2011-12-09,2026-07-25 01:44:21.960806,,Loan Management System
COL00000742,LN00000914,Property,1747801.25,2022-08-07,2026-07-25 01:44:21.960806,,Loan Management System
COL00000743,LN00000379,Gold,2439723.63,2018-09-24,2026-07-25 01:44:21.960806,,Loan Management System
COL00000744,LN00000999,Gold,604399.01,2023-12-27,2026-07-25 01:44:21.960806,,Loan Management System
COL00000745,LN00000164,Property,5137830.25,2026-02-27,2026-07-25 01:44:21.960806,,Loan Management System
COL00000746,LN00001835,Property,3078125.07,2013-05-10,2026-07-25 01:44:21.960806,,Loan Management System
COL00000747,LN00001428,Property,5337726.23,2016-12-16,2026-07-25 01:44:21.960806,,Loan Management System
COL00000748,LN00001039,Vehicle,3136430.36,2017-04-16,2026-07-25 01:44:21.960806,,Loan Management System
COL00000749,LN00000540,Property,12183942.12,2025-01-28,2026-07-25 01:44:21.960806,,Loan Management System
COL00000750,LN00000486,Property,14330474.58,2020-12-20,2026-07-25 01:44:21.960806,,Loan Management System
COL00000751,LN00000078,Property,14949726.86,2012-04-27,2026-07-25 01:44:21.960806,,Loan Management System
COL00000752,LN00000303,Property,1738344.48,2021-03-26,2026-07-25 01:44:21.960806,,Loan Management System
COL00000753,LN00001681,Property,6610406.46,2020-08-31,2026-07-25 01:44:21.960806,,Loan Management System
COL00000754,LN00001869,Property,18560710.91,2022-04-12,2026-07-25 01:44:21.960806,,Loan Management System
COL00000755,LN00000101,Property,13095935.26,2023-03-03,2026-07-25 01:44:21.960806,,Loan Management System
COL00000756,LN00000730,Vehicle,2405517.28,2024-08-08,2026-07-25 01:44:21.960806,,Loan Management System
COL00000757,LN00001765,Property,5645396.72,2025-07-03,2026-07-25 01:44:21.960806,,Loan Management System
COL00000758,LN00002136,Property,1187375.49,2013-07-01,2026-07-25 01:44:21.960806,,Loan Management System
COL00000759,LN00000988,Vehicle,4386135.55,2019-11-13,2026-07-25 01:44:21.960806,,Loan Management System
COL00000760,LN00001157,Property,14394641.16,2014-02-05,2026-07-25 01:44:21.960806,,Loan Management System
COL00000761,LN00001100,Gold,31598.31,2015-03-19,2026-07-25 01:44:21.960806,,Loan Management System
COL00000762,LN00000128,Property,4777542.27,2016-12-04,2026-07-25 01:44:21.960806,,Loan Management System
COL00000763,LN00000973,Property,7361322.79,2024-11-12,2026-07-25 01:44:21.960806,,Loan Management System
COL00000764,LN00001398,Vehicle,2760828.69,2024-09-12,2026-07-25 01:44:21.960806,,Loan Management System
COL00000765,LN00001518,Vehicle,2800285.53,2012-01-15,2026-07-25 01:44:21.961803,,Loan Management System
COL00000766,LN00001798,Property,5045846.22,2016-04-05,2026-07-25 01:44:21.961803,,Loan Management System
COL00000767,LN00002043,Vehicle,2544204.93,2013-05-14,2026-07-25 01:44:21.961803,,Loan Management System
COL00000768,LN00001404,Vehicle,848341.94,2020-03-09,2026-07-25 01:44:21.961803,,Loan Management System
COL00000769,LN00001633,Vehicle,3946352.15,2023-12-13,2026-07-25 01:44:21.961803,,Loan Management System
COL00000770,LN00001768,Vehicle,3204747.24,2022-10-23,2026-07-25 01:44:21.961803,,Loan Management System
COL00000771,LN00001499,Gold,1851166.5,2012-09-13,2026-07-25 01:44:21.961803,,Loan Management System
COL00000772,LN00001070,Vehicle,1464748.76,2016-09-10,2026-07-25 01:44:21.961803,,Loan Management System
COL00000773,LN00000439,Property,14199514.65,2018-03-29,2026-07-25 01:44:21.961803,,Loan Management System
COL00000774,LN00002073,Vehicle,2501151.67,2013-09-29,2026-07-25 01:44:21.961803,,Loan Management System
COL00000775,LN00001598,Property,5766017.28,2021-11-12,2026-07-25 01:44:21.961803,,Loan Management System
COL00000776,LN00002261,Vehicle,969919.4,2017-02-22,2026-07-25 01:44:21.961803,,Loan Management System
COL00000777,LN00002318,Property,10196589.55,2015-05-02,2026-07-25 01:44:21.961803,,Loan Management System
COL00000778,LN00001871,Vehicle,556812.64,2020-11-17,2026-07-25 01:44:21.961803,,Loan Management System
COL00000779,LN00001933,Vehicle,4100280.27,2013-08-09,2026-07-25 01:44:21.961803,,Loan Management System
COL00000780,LN00001955,Vehicle,2886932.6,2025-12-17,2026-07-25 01:44:21.961803,,Loan Management System
COL00000781,LN00002002,Property,10793487.37,2012-01-30,2026-07-25 01:44:21.961803,,Loan Management System
COL00000782,LN00000795,Vehicle,1965048.69,2024-09-18,2026-07-25 01:44:21.961803,,Loan Management System
COL00000783,LN00001250,Vehicle,2980503.28,2023-03-21,2026-07-25 01:44:21.961803,,Loan Management System
COL00000784,LN00001817,Gold,3052830.97,2017-01-08,2026-07-25 01:44:21.961803,,Loan Management System
COL00000785,LN00000167,Property,2836358.67,2022-03-20,2026-07-25 01:44:21.961803,,Loan Management System
COL00000786,LN00000954,Vehicle,3321103.06,2023-09-10,2026-07-25 01:44:21.961803,,Loan Management System
COL00000787,LN00001652,Property,663786.27,2015-11-21,2026-07-25 01:44:21.961803,,Loan Management System
COL00000788,LN00001092,Property,13794536.65,2016-11-18,2026-07-25 01:44:21.961803,,Loan Management System
COL00000789,LN00002092,Property,12950239.65,2012-11-10,2026-07-25 01:44:21.961803,,Loan Management System
COL00000790,LN00001961,Property,3243396.21,2013-06-15,2026-07-25 01:44:21.961803,,Loan Management System
